open,close,high,low,vol,amount,year,month,day,hour,minute,datetime,up_count,down_count,date
3408.22,3404.12,3409.49,3403.85,397398496.0,39739863040.0,2024,12,30,10,15,2024-12-30 10:15,761,1476,2024-12-30 10:15:00
3404.47,3405.42,3409.34,3403.78,320618048.0,32061820928.0,2024,12,30,10,30,2024-12-30 10:30,735,1525,2024-12-30 10:30:00
3405.69,3404.05,3408.73,3403.92,245815680.0,24581582848.0,2024,12,30,10,45,2024-12-30 10:45,755,1506,2024-12-30 10:45:00
3403.97,3406.85,3407.73,3401.77,203767152.0,20376731648.0,2024,12,30,11,0,2024-12-30 11:00,669,1585,2024-12-30 11:00:00
3406.95,3404.25,3408.77,3403.83,182649376.0,18264954880.0,2024,12,30,11,15,2024-12-30 11:15,716,1539,2024-12-30 11:15:00
3404.15,3397.12,3407.91,3394.96,232550848.0,23255099392.0,2024,12,30,11,30,2024-12-30 11:30,719,1525,2024-12-30 11:30:00
3397.28,3398.45,3400.48,3395.75,241426272.0,24142641152.0,2024,12,30,13,15,2024-12-30 13:15,498,1774,2024-12-30 13:15:00
3398.35,3403.58,3403.95,3397.43,193992240.0,19399237632.0,2024,12,30,13,30,2024-12-30 13:30,548,1715,2024-12-30 13:30:00
3404.2,3401.32,3405.26,3400.3,194761776.0,19476191232.0,2024,12,30,13,45,2024-12-30 13:45,538,1722,2024-12-30 13:45:00
3401.8,3404.7,3405.5,3400.71,185359872.0,18536001536.0,2024,12,30,14,0,2024-12-30 14:00,531,1739,2024-12-30 14:00:00
3405.13,3407.69,3410.66,3404.99,201105936.0,20110606336.0,2024,12,30,14,15,2024-12-30 14:15,610,1662,2024-12-30 14:15:00
3407.62,3409.73,3410.86,3404.97,205485488.0,20548562944.0,2024,12,30,14,30,2024-12-30 14:30,539,1735,2024-12-30 14:30:00
3409.93,3404.87,3411.99,3403.59,272652352.0,27265247232.0,2024,12,30,14,45,2024-12-30 14:45,671,1591,2024-12-30 14:45:00
3404.8,3407.33,3407.64,3404.46,405852416.0,40585256960.0,2024,12,30,15,0,2024-12-30 15:00,594,1676,2024-12-30 15:00:00
3406.97,3404.78,3413.45,3404.64,926765824.0,92676595712.0,2024,12,31,9,45,2024-12-31 09:45,1407,759,2024-12-31 09:45:00
3405.21,3402.72,3411.94,3402.23,622563968.0,62256414720.0,2024,12,31,10,0,2024-12-31 10:00,1108,1077,2024-12-31 10:00:00
3402.46,3399.94,3405.33,3398.27,366874336.0,36687450112.0,2024,12,31,10,15,2024-12-31 10:15,924,1286,2024-12-31 10:15:00
3399.65,3404.57,3404.91,3398.26,266356816.0,26635698176.0,2024,12,31,10,30,2024-12-31 10:30,874,1329,2024-12-31 10:30:00
3404.01,3402.22,3404.87,3397.81,254021408.0,25402155008.0,2024,12,31,10,45,2024-12-31 10:45,654,1563,2024-12-31 10:45:00
3402.22,3391.15,3402.71,3389.76,273185056.0,27318521856.0,2024,12,31,11,0,2024-12-31 11:00,615,1602,2024-12-31 11:00:00
3391.01,3377.45,3391.04,3373.77,339140672.0,33914085376.0,2024,12,31,11,15,2024-12-31 11:15,425,1823,2024-12-31 11:15:00
3377.43,3387.15,3393.69,3377.31,220272368.0,22027251712.0,2024,12,31,11,30,2024-12-31 11:30,422,1837,2024-12-31 11:30:00
3387.15,3383.38,3396.41,3381.8,272238976.0,27223910400.0,2024,12,31,13,15,2024-12-31 13:15,501,1744,2024-12-31 13:15:00
3382.99,3382.0,3386.92,3380.76,214076832.0,21407696896.0,2024,12,31,13,30,2024-12-31 13:30,367,1901,2024-12-31 13:30:00
3382.17,3374.43,3382.87,3374.3,259648672.0,25964883968.0,2024,12,31,13,45,2024-12-31 13:45,325,1958,2024-12-31 13:45:00
3374.41,3378.65,3383.12,3373.83,208849952.0,20885008384.0,2024,12,31,14,0,2024-12-31 14:00,387,1887,2024-12-31 14:00:00
3379.02,3364.05,3379.02,3363.05,316284032.0,31628414976.0,2024,12,31,14,15,2024-12-31 14:15,346,1932,2024-12-31 14:15:00
3363.82,3356.1,3366.11,3355.43,289862912.0,28986306560.0,2024,12,31,14,30,2024-12-31 14:30,270,2017,2024-12-31 14:30:00
3356.09,3372.6,3372.83,3355.89,320874944.0,32087511040.0,2024,12,31,14,45,2024-12-31 14:45,296,1995,2024-12-31 14:45:00
3373.08,3351.76,3375.37,3351.76,474823232.0,47482331136.0,2024,12,31,15,0,2024-12-31 15:00,361,1922,2024-12-31 15:00:00
3347.94,3339.5,3351.72,3333.96,1013498112.0,101349818368.0,2025,1,2,9,45,2025-01-02 09:45,548,1655,2025-01-02 09:45:00
3339.36,3331.71,3339.36,3330.27,522227552.0,52222771200.0,2025,1,2,10,0,2025-01-02 10:00,1009,1207,2025-01-02 10:00:00
3331.18,3316.03,3332.56,3315.69,482488512.0,48248864768.0,2025,1,2,10,15,2025-01-02 10:15,1152,1071,2025-01-02 10:15:00
3315.8,3320.25,3321.02,3310.86,379552096.0,37955227648.0,2025,1,2,10,30,2025-01-02 10:30,1135,1105,2025-01-02 10:30:00
3320.14,3316.28,3326.31,3316.28,290573952.0,29057411072.0,2025,1,2,10,45,2025-01-02 10:45,1386,879,2025-01-02 10:45:00
3316.46,3327.23,3330.15,3316.14,239210208.0,23921035264.0,2025,1,2,11,0,2025-01-02 11:00,1443,790,2025-01-02 11:00:00
3327.02,3319.55,3327.6,3318.79,209270416.0,20927057920.0,2025,1,2,11,15,2025-01-02 11:15,1396,856,2025-01-02 11:15:00
3319.46,3316.5,3321.77,3314.85,178865728.0,17886588928.0,2025,1,2,11,30,2025-01-02 11:30,1167,1080,2025-01-02 11:30:00
3315.66,3305.38,3316.43,3305.0,263287392.0,26328754176.0,2025,1,2,13,15,2025-01-02 13:15,1098,1150,2025-01-02 13:15:00
3305.44,3296.27,3306.89,3292.57,294005056.0,29400522752.0,2025,1,2,13,30,2025-01-02 13:30,799,1437,2025-01-02 13:30:00
3296.26,3285.74,3300.28,3285.7,266189856.0,26618998784.0,2025,1,2,13,45,2025-01-02 13:45,707,1530,2025-01-02 13:45:00
3285.95,3284.58,3286.71,3273.29,359068480.0,35906863104.0,2025,1,2,14,0,2025-01-02 14:00,479,1781,2025-01-02 14:00:00
3284.15,3260.92,3284.84,3260.92,332922304.0,33292244992.0,2025,1,2,14,15,2025-01-02 14:15,517,1749,2025-01-02 14:15:00
3261.56,3271.65,3276.51,3255.39,348040896.0,34804105216.0,2025,1,2,14,30,2025-01-02 14:30,330,1961,2025-01-02 14:30:00
3271.58,3246.32,3271.58,3245.81,407533568.0,40753373184.0,2025,1,2,14,45,2025-01-02 14:45,317,1973,2025-01-02 14:45:00
3246.28,3262.56,3263.23,3242.09,446668736.0,44666884096.0,2025,1,2,15,0,2025-01-02 15:00,272,2020,2025-01-02 15:00:00
3267.08,3261.03,3273.57,3249.82,1043039360.0,104303951872.0,2025,1,3,9,45,2025-01-03 09:45,539,1691,2025-01-03 09:45:00
3260.48,3247.8,3260.62,3243.34,588492672.0,58849280000.0,2025,1,3,10,0,2025-01-03 10:00,550,1696,2025-01-03 10:00:00
3247.49,3248.12,3250.92,3237.66,367875808.0,36787597312.0,2025,1,3,10,15,2025-01-03 10:15,567,1703,2025-01-03 10:15:00
3248.03,3265.0,3266.48,3247.6,339155744.0,33915592704.0,2025,1,3,10,30,2025-01-03 10:30,680,1585,2025-01-03 10:30:00
3264.84,3253.08,3269.06,3252.99,244877328.0,24487747584.0,2025,1,3,10,45,2025-01-03 10:45,1062,1199,2025-01-03 10:45:00
3253.07,3249.14,3253.09,3248.47,161387952.0,16138811392.0,2025,1,3,11,0,2025-01-03 11:00,784,1474,2025-01-03 11:00:00
3249.38,3256.58,3256.97,3248.98,147190144.0,14719029248.0,2025,1,3,11,15,2025-01-03 11:15,776,1485,2025-01-03 11:15:00
3256.99,3247.54,3257.71,3247.32,149178032.0,14917818368.0,2025,1,3,11,30,2025-01-03 11:30,834,1422,2025-01-03 11:30:00
3247.39,3236.81,3247.66,3233.85,245269280.0,24526944256.0,2025,1,3,13,15,2025-01-03 13:15,486,1782,2025-01-03 13:15:00
3236.87,3240.61,3242.34,3234.81,188912512.0,18891266048.0,2025,1,3,13,30,2025-01-03 13:30,439,1840,2025-01-03 13:30:00
3240.37,3240.36,3251.33,3240.36,197587008.0,19758714880.0,2025,1,3,13,45,2025-01-03 13:45,572,1687,2025-01-03 13:45:00
3240.71,3229.59,3241.51,3226.97,258316688.0,25831686144.0,2025,1,3,14,0,2025-01-03 14:00,410,1872,2025-01-03 14:00:00
3229.91,3211.81,3229.91,3210.84,306375936.0,30637608960.0,2025,1,3,14,15,2025-01-03 14:15,267,2022,2025-01-03 14:15:00
3212.39,3224.99,3232.4,3205.78,312381056.0,31238121472.0,2025,1,3,14,30,2025-01-03 14:30,233,2063,2025-01-03 14:30:00
3225.13,3219.31,3225.98,3209.32,273717824.0,27371794432.0,2025,1,3,14,45,2025-01-03 14:45,226,2064,2025-01-03 14:45:00
3218.66,3211.43,3220.69,3207.25,407837728.0,40783785984.0,2025,1,3,15,0,2025-01-03 15:00,225,2065,2025-01-03 15:00:00
3209.78,3192.71,3211.29,3191.54,977605696.0,97760583680.0,2025,1,6,9,45,2025-01-06 09:45,427,1822,2025-01-06 09:45:00
3193.84,3195.19,3205.32,3193.36,475879264.0,47587942400.0,2025,1,6,10,0,2025-01-06 10:00,1100,1114,2025-01-06 10:00:00
3194.71,3216.16,3216.64,3185.97,418266528.0,41826664448.0,2025,1,6,10,15,2025-01-06 10:15,929,1305,2025-01-06 10:15:00
3216.43,3214.36,3219.12,3206.97,273114816.0,27311495168.0,2025,1,6,10,30,2025-01-06 10:30,1462,763,2025-01-06 10:30:00
3213.84,3207.71,3218.88,3207.01,223294448.0,22329458688.0,2025,1,6,10,45,2025-01-06 10:45,1441,774,2025-01-06 10:45:00
3207.19,3209.85,3210.62,3203.0,185003776.0,18500392960.0,2025,1,6,11,0,2025-01-06 11:00,987,1228,2025-01-06 11:00:00
3209.72,3213.88,3219.49,3209.27,157679104.0,15767926784.0,2025,1,6,11,15,2025-01-06 11:15,1168,1053,2025-01-06 11:15:00
3213.69,3206.75,3213.72,3198.35,171835088.0,17183522816.0,2025,1,6,11,30,2025-01-06 11:30,798,1441,2025-01-06 11:30:00
3206.6,3201.19,3210.06,3200.83,178152144.0,17815228416.0,2025,1,6,13,15,2025-01-06 13:15,1084,1142,2025-01-06 13:15:00
3200.87,3192.8,3202.42,3191.86,176270384.0,17627052032.0,2025,1,6,13,30,2025-01-06 13:30,813,1421,2025-01-06 13:30:00
3191.85,3186.42,3193.37,3186.42,200275792.0,20027594752.0,2025,1,6,13,45,2025-01-06 13:45,642,1606,2025-01-06 13:45:00
3185.89,3194.96,3195.79,3185.46,153978912.0,15397906432.0,2025,1,6,14,0,2025-01-06 14:00,621,1622,2025-01-06 14:00:00
3195.79,3197.65,3209.46,3195.79,172808640.0,17280878592.0,2025,1,6,14,15,2025-01-06 14:15,912,1315,2025-01-06 14:15:00
3198.29,3196.64,3198.55,3191.42,158673296.0,15867344896.0,2025,1,6,14,30,2025-01-06 14:30,680,1568,2025-01-06 14:30:00
3197.15,3204.06,3204.8,3188.69,233726784.0,23372693504.0,2025,1,6,14,45,2025-01-06 14:45,599,1639,2025-01-06 14:45:00
3204.18,3206.92,3208.16,3202.74,285315104.0,28531521536.0,2025,1,6,15,0,2025-01-06 15:00,993,1236,2025-01-06 15:00:00
3203.31,3213.11,3213.11,3194.4,779129984.0,77913006080.0,2025,1,7,9,45,2025-01-07 09:45,1572,603,2025-01-07 09:45:00
3213.34,3202.09,3213.34,3202.09,416302656.0,41630277632.0,2025,1,7,10,0,2025-01-07 10:00,1532,664,2025-01-07 10:00:00
3202.68,3205.3,3212.28,3202.68,298032768.0,29803290624.0,2025,1,7,10,15,2025-01-07 10:15,1458,765,2025-01-07 10:15:00
3204.9,3206.91,3209.01,3202.63,232631248.0,23263141888.0,2025,1,7,10,30,2025-01-07 10:30,1457,766,2025-01-07 10:30:00
3206.66,3196.69,3207.2,3196.11,209101248.0,20910137344.0,2025,1,7,10,45,2025-01-07 10:45,1246,961,2025-01-07 10:45:00
3196.49,3193.79,3198.27,3190.46,164130576.0,16413072384.0,2025,1,7,11,0,2025-01-07 11:00,1158,1057,2025-01-07 11:00:00
3193.08,3197.88,3199.16,3190.5,143126672.0,14312682496.0,2025,1,7,11,15,2025-01-07 11:15,916,1296,2025-01-07 11:15:00
3198.09,3196.78,3200.7,3193.47,154018048.0,15401818112.0,2025,1,7,11,30,2025-01-07 11:30,904,1320,2025-01-07 11:30:00
3197.1,3191.66,3199.22,3191.17,166911680.0,16691183616.0,2025,1,7,13,15,2025-01-07 13:15,796,1438,2025-01-07 13:15:00
3191.65,3205.12,3209.29,3191.65,201492448.0,20149260288.0,2025,1,7,13,30,2025-01-07 13:30,891,1338,2025-01-07 13:30:00
3205.24,3211.9,3213.39,3204.13,232818432.0,23281860608.0,2025,1,7,13,45,2025-01-07 13:45,1314,909,2025-01-07 13:45:00
3211.72,3207.69,3217.25,3207.32,215562576.0,21556273152.0,2025,1,7,14,0,2025-01-07 14:00,1403,847,2025-01-07 14:00:00
3207.54,3214.2,3214.32,3204.78,171341296.0,17134143488.0,2025,1,7,14,15,2025-01-07 14:15,1287,953,2025-01-07 14:15:00
3214.02,3224.89,3226.89,3213.34,289405824.0,28940597248.0,2025,1,7,14,30,2025-01-07 14:30,1536,718,2025-01-07 14:30:00
3225.72,3224.81,3226.94,3220.32,291131584.0,29113176064.0,2025,1,7,14,45,2025-01-07 14:45,1635,610,2025-01-07 14:45:00
3225.45,3229.64,3230.85,3223.29,398744480.0,39874461696.0,2025,1,7,15,0,2025-01-07 15:00,1694,573,2025-01-07 15:00:00
3218.86,3224.22,3227.21,3213.56,837348480.0,83734855680.0,2025,1,8,9,45,2025-01-08 09:45,601,1575,2025-01-08 09:45:00
3224.34,3220.3,3228.16,3219.85,479978432.0,47997857792.0,2025,1,8,10,0,2025-01-08 10:00,871,1333,2025-01-08 10:00:00
3219.81,3226.01,3228.81,3218.97,387308480.0,38730866688.0,2025,1,8,10,15,2025-01-08 10:15,556,1689,2025-01-08 10:15:00
3226.19,3218.14,3226.54,3214.24,308347552.0,30834774016.0,2025,1,8,10,30,2025-01-08 10:30,438,1821,2025-01-08 10:30:00
3218.55,3206.75,3219.12,3203.1,296467936.0,29646811136.0,2025,1,8,10,45,2025-01-08 10:45,319,1975,2025-01-08 10:45:00
3206.58,3203.07,3207.58,3201.13,184840352.0,18484051968.0,2025,1,8,11,0,2025-01-08 11:00,335,1953,2025-01-08 11:00:00
3202.72,3194.88,3202.94,3191.96,194626896.0,19462705152.0,2025,1,8,11,15,2025-01-08 11:15,286,2008,2025-01-08 11:15:00
3194.77,3182.48,3199.62,3180.93,216065120.0,21606526976.0,2025,1,8,11,30,2025-01-08 11:30,318,1977,2025-01-08 11:30:00
3181.96,3181.33,3185.61,3175.72,273856800.0,27385694208.0,2025,1,8,13,15,2025-01-08 13:15,214,2085,2025-01-08 13:15:00
3180.98,3188.11,3193.12,3180.98,178392544.0,17839269888.0,2025,1,8,13,30,2025-01-08 13:30,226,2082,2025-01-08 13:30:00
3188.26,3207.28,3208.71,3188.03,224748672.0,22474883072.0,2025,1,8,13,45,2025-01-08 13:45,285,2014,2025-01-08 13:45:00
3207.47,3226.5,3233.76,3205.22,361150912.0,36115107840.0,2025,1,8,14,0,2025-01-08 14:00,517,1762,2025-01-08 14:00:00
3226.47,3242.82,3246.29,3226.47,369022080.0,36902223872.0,2025,1,8,14,15,2025-01-08 14:15,862,1360,2025-01-08 14:15:00
3242.67,3225.83,3245.21,3225.83,249217920.0,24921804800.0,2025,1,8,14,30,2025-01-08 14:30,1060,1157,2025-01-08 14:30:00
3226.28,3230.82,3233.52,3218.14,231085248.0,23108542464.0,2025,1,8,14,45,2025-01-08 14:45,719,1517,2025-01-08 14:45:00
3231.33,3230.17,3232.87,3228.36,289024576.0,28902469632.0,2025,1,8,15,0,2025-01-08 15:00,778,1459,2025-01-08 15:00:00
3220.72,3218.97,3220.8,3209.64,843910208.0,84391034880.0,2025,1,9,9,45,2025-01-09 09:45,859,1287,2025-01-09 09:45:00
3219.33,3219.08,3224.49,3215.58,474619648.0,47461982208.0,2025,1,9,10,0,2025-01-09 10:00,1360,842,2025-01-09 10:00:00
3219.19,3218.29,3227.63,3218.29,342900480.0,34290065408.0,2025,1,9,10,15,2025-01-09 10:15,1230,981,2025-01-09 10:15:00
3218.25,3219.15,3220.91,3213.81,267520768.0,26752092160.0,2025,1,9,10,30,2025-01-09 10:30,1012,1208,2025-01-09 10:30:00
3219.03,3222.67,3224.69,3217.28,193312032.0,19331219456.0,2025,1,9,10,45,2025-01-09 10:45,1138,1064,2025-01-09 10:45:00
3222.85,3222.67,3224.46,3219.4,172043856.0,17204400128.0,2025,1,9,11,0,2025-01-09 11:00,1101,1096,2025-01-09 11:00:00
3222.57,3226.02,3228.97,3222.47,195437728.0,19543785472.0,2025,1,9,11,15,2025-01-09 11:15,1326,880,2025-01-09 11:15:00
3226.09,3220.72,3227.62,3218.14,156433808.0,15643396096.0,2025,1,9,11,30,2025-01-09 11:30,1159,1030,2025-01-09 11:30:00
3221.19,3222.09,3224.51,3218.12,232008816.0,23200894976.0,2025,1,9,13,15,2025-01-09 13:15,1090,1122,2025-01-09 13:15:00
3222.3,3224.45,3226.33,3221.28,201643392.0,20164356096.0,2025,1,9,13,30,2025-01-09 13:30,1200,1008,2025-01-09 13:30:00
3223.44,3222.5,3224.87,3219.43,170429728.0,17042987008.0,2025,1,9,13,45,2025-01-09 13:45,1062,1151,2025-01-09 13:45:00
3222.25,3212.86,3223.88,3212.86,191450240.0,19145039872.0,2025,1,9,14,0,2025-01-09 14:00,1141,1072,2025-01-09 14:00:00
3213.05,3215.33,3216.81,3205.91,219549120.0,21954926592.0,2025,1,9,14,15,2025-01-09 14:15,760,1471,2025-01-09 14:15:00
3214.96,3216.32,3220.49,3214.44,169967200.0,16996736000.0,2025,1,9,14,30,2025-01-09 14:30,1162,1059,2025-01-09 14:30:00
3216.83,3216.33,3222.43,3215.64,201807392.0,20180754432.0,2025,1,9,14,45,2025-01-09 14:45,1234,981,2025-01-09 14:45:00
3216.31,3211.39,3217.08,3211.39,311418240.0,31141834752.0,2025,1,9,15,0,2025-01-09 15:00,1052,1164,2025-01-09 15:00:00
3211.71,3209.9,3220.11,3208.14,907881088.0,90788118528.0,2025,1,10,9,45,2025-01-10 09:45,902,1181,2025-01-10 09:45:00
3210.39,3198.68,3211.1,3198.49,565694720.0,56569495552.0,2025,1,10,10,0,2025-01-10 10:00,1070,1135,2025-01-10 10:00:00
3198.74,3200.46,3201.26,3192.54,393938624.0,39393878016.0,2025,1,10,10,15,2025-01-10 10:15,645,1575,2025-01-10 10:15:00
3200.63,3204.98,3206.12,3200.63,266219168.0,26621931520.0,2025,1,10,10,30,2025-01-10 10:30,629,1625,2025-01-10 10:30:00
3204.97,3211.92,3212.54,3204.31,247268592.0,24726874112.0,2025,1,10,10,45,2025-01-10 10:45,880,1373,2025-01-10 10:45:00
3212.22,3202.22,3215.1,3201.35,214899584.0,21489971200.0,2025,1,10,11,0,2025-01-10 11:00,957,1264,2025-01-10 11:00:00
3201.89,3202.04,3205.17,3200.03,186441616.0,18644176896.0,2025,1,10,11,15,2025-01-10 11:15,712,1550,2025-01-10 11:15:00
3202.65,3198.83,3207.09,3197.22,180287968.0,18028810240.0,2025,1,10,11,30,2025-01-10 11:30,652,1586,2025-01-10 11:30:00
3198.74,3191.7,3202.19,3190.6,229620096.0,22962024448.0,2025,1,10,13,15,2025-01-10 13:15,488,1775,2025-01-10 13:15:00
3192.02,3199.86,3202.28,3190.23,162819040.0,16281919488.0,2025,1,10,13,30,2025-01-10 13:30,477,1793,2025-01-10 13:30:00
3199.54,3197.24,3201.82,3193.66,150358112.0,15035826176.0,2025,1,10,13,45,2025-01-10 13:45,488,1782,2025-01-10 13:45:00
3197.06,3194.23,3200.43,3194.06,126535896.0,12653603840.0,2025,1,10,14,0,2025-01-10 14:00,519,1756,2025-01-10 14:00:00
3194.3,3189.71,3196.0,3185.4,184093920.0,18409404416.0,2025,1,10,14,15,2025-01-10 14:15,427,1851,2025-01-10 14:15:00
3190.06,3182.4,3190.06,3182.27,194202032.0,19420217344.0,2025,1,10,14,30,2025-01-10 14:30,372,1912,2025-01-10 14:30:00
3182.3,3177.1,3185.21,3175.22,277785408.0,27778555904.0,2025,1,10,14,45,2025-01-10 14:45,359,1936,2025-01-10 14:45:00
3177.5,3168.52,3184.05,3168.52,371345440.0,37134553088.0,2025,1,10,15,0,2025-01-10 15:00,323,1978,2025-01-10 15:00:00
3148.83,3157.06,3165.73,3146.86,1006907584.0,100690780160.0,2025,1,13,9,45,2025-01-13 09:45,393,1863,2025-01-13 09:45:00
3157.23,3156.25,3165.3,3154.31,470879872.0,47088009216.0,2025,1,13,10,0,2025-01-13 10:00,654,1577,2025-01-13 10:00:00
3155.92,3142.06,3162.59,3142.06,333545920.0,33354606592.0,2025,1,13,10,15,2025-01-13 10:15,832,1382,2025-01-13 10:15:00
3142.23,3155.76,3156.28,3140.98,239548736.0,23954890752.0,2025,1,13,10,30,2025-01-13 10:30,1112,1106,2025-01-13 10:30:00
3155.44,3162.97,3163.41,3153.69,178528800.0,17852893184.0,2025,1,13,10,45,2025-01-13 10:45,926,1273,2025-01-13 10:45:00
3163.44,3162.59,3172.7,3162.43,220253952.0,22025412608.0,2025,1,13,11,0,2025-01-13 11:00,1518,695,2025-01-13 11:00:00
3163.02,3159.54,3164.46,3157.54,143769680.0,14376981504.0,2025,1,13,11,15,2025-01-13 11:15,1301,914,2025-01-13 11:15:00
3159.63,3154.37,3163.13,3154.37,153939360.0,15393951744.0,2025,1,13,11,30,2025-01-13 11:30,1298,905,2025-01-13 11:30:00
3154.37,3150.95,3156.26,3149.58,196614176.0,19661432832.0,2025,1,13,13,15,2025-01-13 13:15,863,1360,2025-01-13 13:15:00
3150.71,3154.46,3160.78,3150.34,143309120.0,14330927104.0,2025,1,13,13,30,2025-01-13 13:30,992,1211,2025-01-13 13:30:00
3154.67,3153.92,3157.76,3151.07,127793736.0,12779387904.0,2025,1,13,13,45,2025-01-13 13:45,1008,1208,2025-01-13 13:45:00
3153.96,3164.32,3164.47,3151.39,140123552.0,14012369920.0,2025,1,13,14,0,2025-01-13 14:00,950,1258,2025-01-13 14:00:00
3164.13,3150.76,3164.54,3150.76,143736128.0,14373626880.0,2025,1,13,14,15,2025-01-13 14:15,1224,974,2025-01-13 14:15:00
3151.04,3151.75,3155.81,3148.71,141718816.0,14171896832.0,2025,1,13,14,30,2025-01-13 14:30,1026,1176,2025-01-13 14:30:00
3151.66,3152.18,3155.47,3147.46,195486528.0,19548667904.0,2025,1,13,14,45,2025-01-13 14:45,1165,1053,2025-01-13 14:45:00
3151.31,3160.76,3160.76,3151.1,281581504.0,28158160896.0,2025,1,13,15,0,2025-01-13 15:00,1168,1049,2025-01-13 15:00:00
3165.16,3179.1,3179.81,3159.43,749027840.0,74902798336.0,2025,1,14,9,45,2025-01-14 09:45,1728,440,2025-01-14 09:45:00
3179.53,3191.71,3195.65,3176.06,523815872.0,52381601792.0,2025,1,14,10,0,2025-01-14 10:00,1929,325,2025-01-14 10:00:00
3191.79,3191.25,3193.25,3184.56,381897120.0,38189727744.0,2025,1,14,10,15,2025-01-14 10:15,2142,140,2025-01-14 10:15:00
3191.64,3201.09,3205.21,3191.6,327729984.0,32773013504.0,2025,1,14,10,30,2025-01-14 10:30,2175,110,2025-01-14 10:30:00
3201.66,3197.15,3202.83,3195.27,286342080.0,28634222592.0,2025,1,14,10,45,2025-01-14 10:45,2203,92,2025-01-14 10:45:00
3197.31,3215.85,3215.85,3197.31,321169056.0,32116920320.0,2025,1,14,11,0,2025-01-14 11:00,2223,77,2025-01-14 11:00:00
3215.87,3229.64,3229.99,3214.49,362951840.0,36295200768.0,2025,1,14,11,15,2025-01-14 11:15,2266,40,2025-01-14 11:15:00
3229.4,3216.0,3229.4,3215.52,260043760.0,26004389888.0,2025,1,14,11,30,2025-01-14 11:30,2268,36,2025-01-14 11:30:00
3216.18,3224.52,3225.13,3214.37,245504096.0,24550422528.0,2025,1,14,13,15,2025-01-14 13:15,2265,39,2025-01-14 13:15:00
3224.68,3224.23,3227.6,3220.37,232560736.0,23256088576.0,2025,1,14,13,30,2025-01-14 13:30,2281,26,2025-01-14 13:30:00
3223.94,3224.49,3227.82,3223.83,201907888.0,20190803968.0,2025,1,14,13,45,2025-01-14 13:45,2271,35,2025-01-14 13:45:00
3224.71,3235.79,3236.15,3224.71,245654432.0,24565456896.0,2025,1,14,14,0,2025-01-14 14:00,2288,22,2025-01-14 14:00:00
3235.45,3239.68,3245.22,3233.44,322507232.0,32250740736.0,2025,1,14,14,15,2025-01-14 14:15,2290,20,2025-01-14 14:15:00
3239.3,3232.93,3244.48,3232.46,237487936.0,23748806656.0,2025,1,14,14,30,2025-01-14 14:30,2293,17,2025-01-14 14:30:00
3232.94,3232.94,3233.92,3223.95,294197152.0,29419728896.0,2025,1,14,14,45,2025-01-14 14:45,2277,29,2025-01-14 14:45:00
3233.16,3240.94,3240.94,3231.38,397038976.0,39703908352.0,2025,1,14,15,0,2025-01-14 15:00,2285,26,2025-01-14 15:00:00
3234.72,3237.45,3239.5,3229.91,1093761408.0,109376159744.0,2025,1,15,9,45,2025-01-15 09:45,574,1645,2025-01-15 09:45:00
3237.15,3239.4,3245.9,3233.82,589110976.0,58911113216.0,2025,1,15,10,0,2025-01-15 10:00,744,1465,2025-01-15 10:00:00
3239.01,3233.35,3239.95,3229.12,380621600.0,38062174208.0,2025,1,15,10,15,2025-01-15 10:15,609,1639,2025-01-15 10:15:00
3233.83,3235.78,3237.8,3233.5,293095680.0,29309583360.0,2025,1,15,10,30,2025-01-15 10:30,687,1557,2025-01-15 10:30:00
3235.81,3237.85,3237.85,3232.59,246146464.0,24614660096.0,2025,1,15,10,45,2025-01-15 10:45,769,1471,2025-01-15 10:45:00
3238.58,3238.92,3239.76,3234.44,214519328.0,21451948032.0,2025,1,15,11,0,2025-01-15 11:00,815,1405,2025-01-15 11:00:00
3238.89,3238.08,3243.22,3235.82,201262272.0,20126240768.0,2025,1,15,11,15,2025-01-15 11:15,1094,1115,2025-01-15 11:15:00
3237.89,3232.98,3238.19,3231.62,188083872.0,18808399872.0,2025,1,15,11,30,2025-01-15 11:30,856,1345,2025-01-15 11:30:00
3232.97,3231.85,3234.28,3231.01,185164784.0,18516494336.0,2025,1,15,13,15,2025-01-15 13:15,746,1470,2025-01-15 13:15:00
3231.5,3228.61,3231.71,3227.53,161670432.0,16167057408.0,2025,1,15,13,30,2025-01-15 13:30,628,1600,2025-01-15 13:30:00
3228.35,3226.96,3228.98,3225.26,172041328.0,17204148224.0,2025,1,15,13,45,2025-01-15 13:45,634,1596,2025-01-15 13:45:00
3227.14,3229.05,3231.77,3226.73,137034336.0,13703448576.0,2025,1,15,14,0,2025-01-15 14:00,768,1484,2025-01-15 14:00:00
3228.74,3226.82,3230.81,3226.16,138054304.0,13805447168.0,2025,1,15,14,15,2025-01-15 14:15,742,1496,2025-01-15 14:15:00
3227.03,3225.06,3229.66,3223.03,173983040.0,17398317056.0,2025,1,15,14,30,2025-01-15 14:30,654,1588,2025-01-15 14:30:00
3224.79,3223.79,3228.44,3222.24,198068928.0,19806908416.0,2025,1,15,14,45,2025-01-15 14:45,647,1581,2025-01-15 14:45:00
3223.36,3227.12,3228.17,3223.36,289540544.0,28954066944.0,2025,1,15,15,0,2025-01-15 15:00,689,1537,2025-01-15 15:00:00
