open,close,high,low,vol,amount,year,month,day,hour,minute,datetime,up_count,down_count,date
3299.74,3307.65,3308.35,3298.99,254807712.0,25480785920.0,2024,10,23,14,30,2024-10-23 14:30,1234,963,2024-10-23 14:30:00
3307.94,3298.15,3308.48,3296.49,329983040.0,32998320128.0,2024,10,23,14,45,2024-10-23 14:45,1240,965,2024-10-23 14:45:00
3297.91,3302.8,3302.95,3293.59,461086912.0,46108704768.0,2024,10,23,15,0,2024-10-23 15:00,1116,1081,2024-10-23 15:00:00
3287.82,3283.28,3292.94,3277.77,1349154816.0,134915506176.0,2024,10,24,9,45,2024-10-24 09:45,976,1161,2024-10-24 09:45:00
3283.27,3278.95,3286.33,3275.76,639291520.0,63929159680.0,2024,10,24,10,0,2024-10-24 10:00,555,1663,2024-10-24 10:00:00
3279.03,3280.97,3282.42,3274.61,450230496.0,45023068160.0,2024,10,24,10,15,2024-10-24 10:15,487,1756,2024-10-24 10:15:00
3281.14,3285.79,3289.04,3278.6,413012128.0,41301225472.0,2024,10,24,10,30,2024-10-24 10:30,642,1598,2024-10-24 10:30:00
3285.57,3279.92,3289.97,3279.92,320697280.0,32069738496.0,2024,10,24,10,45,2024-10-24 10:45,916,1298,2024-10-24 10:45:00
3279.88,3282.21,3284.1,3276.81,236740432.0,23674058752.0,2024,10,24,11,0,2024-10-24 11:00,795,1431,2024-10-24 11:00:00
3282.01,3283.1,3288.33,3281.56,228146624.0,22814679040.0,2024,10,24,11,15,2024-10-24 11:15,925,1284,2024-10-24 11:15:00
3283.02,3286.17,3286.29,3280.21,183383232.0,18338338816.0,2024,10,24,11,30,2024-10-24 11:30,890,1333,2024-10-24 11:30:00
3285.98,3281.12,3286.55,3279.77,290890176.0,29089030144.0,2024,10,24,13,15,2024-10-24 13:15,932,1296,2024-10-24 13:15:00
3281.35,3271.52,3281.35,3269.81,252704096.0,25270423552.0,2024,10,24,13,30,2024-10-24 13:30,745,1483,2024-10-24 13:30:00
3271.85,3273.03,3275.35,3269.81,212524016.0,21252419584.0,2024,10,24,13,45,2024-10-24 13:45,665,1552,2024-10-24 13:45:00
3273.97,3269.52,3275.79,3266.88,212644704.0,21264486400.0,2024,10,24,14,0,2024-10-24 14:00,690,1528,2024-10-24 14:00:00
3269.7,3277.97,3282.47,3269.2,216267648.0,21626777600.0,2024,10,24,14,15,2024-10-24 14:15,731,1485,2024-10-24 14:15:00
3277.9,3277.94,3283.4,3274.0,227178656.0,22717880320.0,2024,10,24,14,30,2024-10-24 14:30,815,1403,2024-10-24 14:30:00
3277.77,3278.75,3279.61,3274.77,240829760.0,24082989056.0,2024,10,24,14,45,2024-10-24 14:45,791,1427,2024-10-24 14:45:00
3278.96,3280.26,3280.74,3277.75,378791520.0,37879164928.0,2024,10,24,15,0,2024-10-24 15:00,846,1363,2024-10-24 15:00:00
3280.76,3286.16,3290.47,3280.01,1164890240.0,116489027584.0,2024,10,25,9,45,2024-10-25 09:45,1634,544,2024-10-25 09:45:00
3285.52,3283.83,3287.05,3277.77,633280384.0,63328051200.0,2024,10,25,10,0,2024-10-25 10:00,1453,768,2024-10-25 10:00:00
3283.85,3290.86,3290.86,3276.13,529460640.0,52946083840.0,2024,10,25,10,15,2024-10-25 10:15,1514,728,2024-10-25 10:15:00
3291.85,3289.75,3298.2,3286.61,431825280.0,43182542848.0,2024,10,25,10,30,2024-10-25 10:30,1760,482,2024-10-25 10:30:00
3290.04,3286.01,3292.45,3283.66,342474976.0,34247512064.0,2024,10,25,10,45,2024-10-25 10:45,1711,521,2024-10-25 10:45:00
3286.24,3293.54,3297.84,3285.58,355872576.0,35587268608.0,2024,10,25,11,0,2024-10-25 11:00,1742,506,2024-10-25 11:00:00
3293.83,3294.43,3299.87,3292.23,321678944.0,32167913472.0,2024,10,25,11,15,2024-10-25 11:15,1859,390,2024-10-25 11:15:00
3293.63,3307.14,3308.0,3288.77,328539168.0,32853934080.0,2024,10,25,11,30,2024-10-25 11:30,1836,414,2024-10-25 11:30:00
3307.74,3307.23,3319.36,3306.58,609940544.0,60994068480.0,2024,10,25,13,15,2024-10-25 13:15,1960,301,2024-10-25 13:15:00
3307.08,3308.28,3311.38,3303.73,285776832.0,28577695744.0,2024,10,25,13,30,2024-10-25 13:30,1889,363,2024-10-25 13:30:00
3308.6,3300.96,3310.4,3297.27,287321152.0,28732133376.0,2024,10,25,13,45,2024-10-25 13:45,1858,394,2024-10-25 13:45:00
3301.04,3302.46,3304.02,3296.37,230230768.0,23023091712.0,2024,10,25,14,0,2024-10-25 14:00,1822,432,2024-10-25 14:00:00
3302.75,3296.4,3302.75,3290.66,268193344.0,26819346432.0,2024,10,25,14,15,2024-10-25 14:15,1746,498,2024-10-25 14:15:00
3296.48,3293.4,3296.48,3289.42,254196784.0,25419694080.0,2024,10,25,14,30,2024-10-25 14:30,1788,461,2024-10-25 14:30:00
3293.08,3295.39,3299.44,3292.51,283159552.0,28315967488.0,2024,10,25,14,45,2024-10-25 14:45,1819,431,2024-10-25 14:45:00
3295.3,3299.7,3301.42,3295.3,445709664.0,44570980352.0,2024,10,25,15,0,2024-10-25 15:00,1814,432,2024-10-25 15:00:00
3300.46,3288.31,3300.46,3279.72,1666060544.0,166606061568.0,2024,10,28,9,45,2024-10-28 09:45,1317,913,2024-10-28 09:45:00
3287.95,3294.0,3294.37,3280.99,792150784.0,79215099904.0,2024,10,28,10,0,2024-10-28 10:00,1311,938,2024-10-28 10:00:00
3294.01,3311.39,3311.39,3293.55,643230464.0,64323055616.0,2024,10,28,10,15,2024-10-28 10:15,1626,634,2024-10-28 10:15:00
3311.71,3304.88,3312.73,3302.61,442305664.0,44230582272.0,2024,10,28,10,30,2024-10-28 10:30,1601,647,2024-10-28 10:30:00
3304.77,3305.85,3307.12,3303.47,316429952.0,31643009024.0,2024,10,28,10,45,2024-10-28 10:45,1630,629,2024-10-28 10:45:00
3306.32,3310.63,3311.48,3304.11,322351168.0,32235132928.0,2024,10,28,11,0,2024-10-28 11:00,1706,559,2024-10-28 11:00:00
3311.02,3296.51,3311.29,3295.62,310953792.0,31095396352.0,2024,10,28,11,15,2024-10-28 11:15,1716,542,2024-10-28 11:15:00
3296.65,3305.3,3305.81,3296.45,229082976.0,22908313600.0,2024,10,28,11,30,2024-10-28 11:30,1563,702,2024-10-28 11:30:00
3305.5,3305.24,3306.24,3299.92,352550720.0,35255087104.0,2024,10,28,13,15,2024-10-28 13:15,1611,648,2024-10-28 13:15:00
3305.35,3306.96,3308.13,3302.22,272175424.0,27217559552.0,2024,10,28,13,30,2024-10-28 13:30,1588,676,2024-10-28 13:30:00
3307.1,3308.29,3315.35,3305.14,279679776.0,27967991808.0,2024,10,28,13,45,2024-10-28 13:45,1653,622,2024-10-28 13:45:00
3308.45,3308.09,3310.57,3306.55,244851312.0,24485146624.0,2024,10,28,14,0,2024-10-28 14:00,1697,577,2024-10-28 14:00:00
3308.45,3310.83,3311.04,3304.24,239230208.0,23923036160.0,2024,10,28,14,15,2024-10-28 14:15,1648,625,2024-10-28 14:15:00
3310.53,3313.42,3314.57,3309.29,259156064.0,25915619328.0,2024,10,28,14,30,2024-10-28 14:30,1688,582,2024-10-28 14:30:00
3313.44,3313.49,3313.87,3310.03,309579008.0,30957916160.0,2024,10,28,14,45,2024-10-28 14:45,1699,573,2024-10-28 14:45:00
3313.67,3322.2,3322.2,3313.67,495311936.0,49531207680.0,2024,10,28,15,0,2024-10-28 15:00,1760,515,2024-10-28 15:00:00
3328.09,3320.97,3340.46,3318.61,1865799552.0,186579976192.0,2024,10,29,9,45,2024-10-29 09:45,1119,1064,2024-10-29 09:45:00
3320.73,3317.63,3321.65,3313.8,932101440.0,93210165248.0,2024,10,29,10,0,2024-10-29 10:00,559,1710,2024-10-29 10:00:00
3317.6,3316.57,3321.51,3312.01,641550528.0,64155066368.0,2024,10,29,10,15,2024-10-29 10:15,602,1661,2024-10-29 10:15:00
3316.38,3325.88,3327.2,3315.75,467484032.0,46748418048.0,2024,10,29,10,30,2024-10-29 10:30,609,1651,2024-10-29 10:30:00
3325.41,3327.32,3327.73,3322.27,414862048.0,41486221312.0,2024,10,29,10,45,2024-10-29 10:45,704,1547,2024-10-29 10:45:00
3327.42,3321.21,3328.9,3320.34,374085504.0,37408563200.0,2024,10,29,11,0,2024-10-29 11:00,804,1463,2024-10-29 11:00:00
3320.73,3318.14,3322.09,3315.3,293547968.0,29354815488.0,2024,10,29,11,15,2024-10-29 11:15,645,1620,2024-10-29 11:15:00
3317.95,3300.52,3318.68,3300.33,362833376.0,36283351040.0,2024,10,29,11,30,2024-10-29 11:30,558,1711,2024-10-29 11:30:00
3300.5,3293.79,3300.5,3289.8,508868160.0,50886836224.0,2024,10,29,13,15,2024-10-29 13:15,413,1873,2024-10-29 13:15:00
3293.46,3295.87,3300.0,3293.46,294504256.0,29450440704.0,2024,10,29,13,30,2024-10-29 13:30,428,1846,2024-10-29 13:30:00
3296.08,3298.39,3302.76,3296.08,253812480.0,25381263360.0,2024,10,29,13,45,2024-10-29 13:45,470,1801,2024-10-29 13:45:00
3298.42,3292.29,3298.93,3287.77,319361504.0,31936167936.0,2024,10,29,14,0,2024-10-29 14:00,403,1888,2024-10-29 14:00:00
3292.39,3287.5,3294.41,3286.55,274293248.0,27429341184.0,2024,10,29,14,15,2024-10-29 14:15,367,1913,2024-10-29 14:15:00
3287.48,3294.33,3297.78,3287.46,244485856.0,24448598016.0,2024,10,29,14,30,2024-10-29 14:30,387,1889,2024-10-29 14:30:00
3294.22,3287.66,3296.69,3287.65,307181728.0,30718185472.0,2024,10,29,14,45,2024-10-29 14:45,414,1864,2024-10-29 14:45:00
3287.49,3286.41,3288.74,3284.21,510964160.0,51096424448.0,2024,10,29,15,0,2024-10-29 15:00,363,1923,2024-10-29 15:00:00
3273.64,3283.01,3290.13,3273.64,1638265856.0,163826614272.0,2024,10,30,9,45,2024-10-30 09:45,1057,1136,2024-10-30 09:45:00
3282.9,3288.73,3291.15,3279.55,762040448.0,76204056576.0,2024,10,30,10,0,2024-10-30 10:00,1186,1024,2024-10-30 10:00:00
3288.19,3284.95,3291.68,3283.6,543190976.0,54319112192.0,2024,10,30,10,15,2024-10-30 10:15,1353,872,2024-10-30 10:15:00
3284.86,3277.15,3285.25,3276.14,428342976.0,42834309120.0,2024,10,30,10,30,2024-10-30 10:30,1121,1085,2024-10-30 10:30:00
3277.33,3275.62,3278.23,3270.77,385945312.0,38594543616.0,2024,10,30,10,45,2024-10-30 10:45,1004,1223,2024-10-30 10:45:00
3275.79,3281.22,3283.42,3274.68,313447520.0,31344764928.0,2024,10,30,11,0,2024-10-30 11:00,1099,1126,2024-10-30 11:00:00
3280.82,3277.64,3283.17,3274.97,282601056.0,28260120576.0,2024,10,30,11,15,2024-10-30 11:15,1203,1032,2024-10-30 11:15:00
3278.01,3258.05,3278.01,3257.54,364721792.0,36472193024.0,2024,10,30,11,30,2024-10-30 11:30,1111,1129,2024-10-30 11:30:00
3258.05,3253.01,3258.05,3251.55,409268096.0,40926822400.0,2024,10,30,13,15,2024-10-30 13:15,684,1554,2024-10-30 13:15:00
3253.01,3249.42,3253.25,3244.81,372037504.0,37203763200.0,2024,10,30,13,30,2024-10-30 13:30,580,1665,2024-10-30 13:30:00
3248.73,3251.62,3253.88,3248.48,271809568.0,27180969984.0,2024,10,30,13,45,2024-10-30 13:45,642,1600,2024-10-30 13:45:00
3251.83,3254.57,3258.75,3248.38,257208224.0,25720840192.0,2024,10,30,14,0,2024-10-30 14:00,615,1636,2024-10-30 14:00:00
3255.03,3250.6,3257.85,3246.98,253624064.0,25362423808.0,2024,10,30,14,15,2024-10-30 14:15,670,1578,2024-10-30 14:15:00
3250.99,3262.83,3263.25,3250.7,251670592.0,25167073280.0,2024,10,30,14,30,2024-10-30 14:30,690,1563,2024-10-30 14:30:00
3263.29,3272.57,3273.01,3261.04,343813376.0,34381352960.0,2024,10,30,14,45,2024-10-30 14:45,840,1415,2024-10-30 14:45:00
3272.49,3266.24,3272.82,3263.95,428208096.0,42820820992.0,2024,10,30,15,0,2024-10-30 15:00,903,1343,2024-10-30 15:00:00
3267.98,3263.13,3269.76,3256.11,1704770816.0,170477092864.0,2024,10,31,9,45,2024-10-31 09:45,989,1224,2024-10-31 09:45:00
3263.82,3256.87,3266.1,3252.39,869202048.0,86920216576.0,2024,10,31,10,0,2024-10-31 10:00,1233,990,2024-10-31 10:00:00
3257.49,3272.03,3279.49,3257.49,762801280.0,76280143872.0,2024,10,31,10,15,2024-10-31 10:15,1452,787,2024-10-31 10:15:00
3272.37,3276.88,3282.03,3269.8,477481248.0,47748136960.0,2024,10,31,10,30,2024-10-31 10:30,1441,801,2024-10-31 10:30:00
3276.68,3287.63,3295.74,3276.68,565592896.0,56559304704.0,2024,10,31,10,45,2024-10-31 10:45,1596,653,2024-10-31 10:45:00
3287.51,3282.66,3288.16,3279.9,377819552.0,37781970944.0,2024,10,31,11,0,2024-10-31 11:00,1594,640,2024-10-31 11:00:00
3282.81,3292.41,3293.17,3282.42,353953024.0,35395317760.0,2024,10,31,11,15,2024-10-31 11:15,1629,626,2024-10-31 11:15:00
3292.24,3278.04,3292.47,3275.23,313632544.0,31363268608.0,2024,10,31,11,30,2024-10-31 11:30,1664,592,2024-10-31 11:30:00
3278.54,3270.21,3281.61,3270.13,465426592.0,46542671872.0,2024,10,31,13,15,2024-10-31 13:15,1473,772,2024-10-31 13:15:00
3270.11,3273.81,3275.41,3267.99,360140032.0,36014018560.0,2024,10,31,13,30,2024-10-31 13:30,1352,898,2024-10-31 13:30:00
3273.36,3274.24,3275.11,3272.11,276032192.0,27603238912.0,2024,10,31,13,45,2024-10-31 13:45,1476,770,2024-10-31 13:45:00
3274.17,3274.62,3275.76,3262.62,338899712.0,33889984512.0,2024,10,31,14,0,2024-10-31 14:00,1291,955,2024-10-31 14:00:00
3275.41,3287.53,3289.15,3275.18,352109984.0,35211010048.0,2024,10,31,14,15,2024-10-31 14:15,1528,725,2024-10-31 14:15:00
3287.84,3289.02,3289.66,3282.13,311061568.0,31106170880.0,2024,10,31,14,30,2024-10-31 14:30,1581,677,2024-10-31 14:30:00
3288.8,3274.66,3288.93,3274.33,514991744.0,51499188224.0,2024,10,31,14,45,2024-10-31 14:45,1588,662,2024-10-31 14:45:00
3274.46,3279.82,3280.14,3272.84,605792256.0,60579233792.0,2024,10,31,15,0,2024-10-31 15:00,1470,791,2024-10-31 15:00:00
3275.58,3271.48,3291.02,3267.74,1974702336.0,197470240768.0,2024,11,1,9,45,2024-11-01 09:45,992,1195,2024-11-01 09:45:00
3271.59,3295.25,3298.1,3271.59,1122174208.0,112217440256.0,2024,11,1,10,0,2024-11-01 10:00,702,1538,2024-11-01 10:00:00
3295.63,3261.2,3295.63,3258.73,1039251328.0,103925137408.0,2024,11,1,10,15,2024-11-01 10:15,546,1716,2024-11-01 10:15:00
3261.47,3290.39,3290.39,3260.61,682071296.0,68207140864.0,2024,11,1,10,30,2024-11-01 10:30,461,1808,2024-11-01 10:30:00
3291.66,3298.8,3302.25,3286.36,506715584.0,50671575040.0,2024,11,1,10,45,2024-11-01 10:45,591,1677,2024-11-01 10:45:00
3299.02,3299.03,3303.26,3292.6,369116128.0,36911624192.0,2024,11,1,11,0,2024-11-01 11:00,699,1560,2024-11-01 11:00:00
3299.03,3294.39,3299.03,3287.92,297972864.0,29797300224.0,2024,11,1,11,15,2024-11-01 11:15,654,1612,2024-11-01 11:15:00
3294.48,3299.61,3300.1,3288.24,258850448.0,25885061120.0,2024,11,1,11,30,2024-11-01 11:30,747,1516,2024-11-01 11:30:00
3300.03,3291.48,3305.32,3291.24,419939008.0,41993916416.0,2024,11,1,13,15,2024-11-01 13:15,800,1465,2024-11-01 13:15:00
3291.61,3285.01,3292.3,3283.98,322027232.0,32202737664.0,2024,11,1,13,30,2024-11-01 13:30,698,1570,2024-11-01 13:30:00
3284.81,3281.78,3289.26,3280.98,263023392.0,26302353408.0,2024,11,1,13,45,2024-11-01 13:45,660,1608,2024-11-01 13:45:00
3281.93,3286.31,3286.31,3277.27,261848832.0,26184898560.0,2024,11,1,14,0,2024-11-01 14:00,604,1664,2024-11-01 14:00:00
3286.28,3282.1,3287.43,3281.44,217039280.0,21703944192.0,2024,11,1,14,15,2024-11-01 14:15,672,1598,2024-11-01 14:15:00
3282.16,3281.97,3283.95,3275.28,251424960.0,25142513664.0,2024,11,1,14,30,2024-11-01 14:30,578,1689,2024-11-01 14:30:00
3282.33,3273.81,3284.59,3273.19,344767136.0,34476728320.0,2024,11,1,14,45,2024-11-01 14:45,653,1614,2024-11-01 14:45:00
3273.62,3272.01,3277.81,3271.27,450201600.0,45020172288.0,2024,11,1,15,0,2024-11-01 15:00,555,1712,2024-11-01 15:00:00
3275.68,3275.63,3281.17,3263.84,1674994816.0,167499497472.0,2024,11,4,9,45,2024-11-04 09:45,1230,970,2024-11-04 09:45:00
3276.19,3274.41,3280.62,3273.39,757702784.0,75770306560.0,2024,11,4,10,0,2024-11-04 10:00,1477,761,2024-11-04 10:00:00
3274.15,3286.48,3291.25,3274.15,583986240.0,58398638080.0,2024,11,4,10,15,2024-11-04 10:15,1629,603,2024-11-04 10:15:00
3286.07,3284.25,3288.23,3280.96,407438016.0,40743813120.0,2024,11,4,10,30,2024-11-04 10:30,1645,589,2024-11-04 10:30:00
3284.35,3280.9,3284.5,3277.77,372719232.0,37271937024.0,2024,11,4,10,45,2024-11-04 10:45,1525,700,2024-11-04 10:45:00
3281.25,3287.27,3287.27,3278.95,261926080.0,26192623616.0,2024,11,4,11,0,2024-11-04 11:00,1648,586,2024-11-04 11:00:00
3287.23,3288.21,3289.14,3281.73,248687808.0,24868794368.0,2024,11,4,11,15,2024-11-04 11:15,1650,586,2024-11-04 11:15:00
3288.37,3289.51,3290.86,3286.65,238566560.0,23856670720.0,2024,11,4,11,30,2024-11-04 11:30,1759,501,2024-11-04 11:30:00
3289.45,3284.55,3290.68,3284.06,357255808.0,35725598720.0,2024,11,4,13,15,2024-11-04 13:15,1620,618,2024-11-04 13:15:00
3284.3,3280.25,3286.21,3279.38,299991168.0,29999132672.0,2024,11,4,13,30,2024-11-04 13:30,1617,632,2024-11-04 13:30:00
3280.5,3283.46,3285.83,3279.74,210779712.0,21077985280.0,2024,11,4,13,45,2024-11-04 13:45,1545,693,2024-11-04 13:45:00
3283.43,3289.48,3289.84,3281.18,212978048.0,21297819648.0,2024,11,4,14,0,2024-11-04 14:00,1526,714,2024-11-04 14:00:00
3289.05,3294.32,3297.19,3287.5,252948480.0,25294862336.0,2024,11,4,14,15,2024-11-04 14:15,1713,539,2024-11-04 14:15:00
3294.58,3295.53,3295.64,3292.08,233162240.0,23316238336.0,2024,11,4,14,30,2024-11-04 14:30,1677,571,2024-11-04 14:30:00
